Model,ARIMA_Order,Diffs,Mod_Order,Trend,Intercept,Date,Fourier,Fourier_m,Fourier_k,BoxCox,Log,Scored,AIC,RMSE,RMSE%,SMAPE,CV_Time
15,"(0, 1, 2)",1,2,n,False,True,False,,,False,False,True,-2807.6152,0.0186,1.0808,5.6835,93.3117
16,"(1, 0, 2)",0,3,c,True,True,False,,,False,False,True,-2800.0828,0.0186,1.0812,5.6491,90.5084
17,"(2, 1, 0)",1,2,n,False,True,False,,,False,False,True,-2807.7945,0.0186,1.0813,5.688,77.0858
18,"(2, 2, 1)",2,3,c,True,True,False,,,False,False,True,-2792.1747,0.0187,1.0838,5.7285,87.3096
19,"(0, 1, 3)",1,3,n,False,True,False,,,False,False,True,-2805.5876,0.0187,1.0841,5.7006,98.3652
20,"(2, 1, 1)",1,3,n,False,True,False,,,False,False,True,-2806.337,0.0187,1.085,5.7067,89.4316
21,"(3, 1, 0)",1,3,n,False,True,False,,,False,False,True,-2805.8268,0.0187,1.0854,5.7071,82.2944
22,"(1, 1, 2)",1,3,n,False,True,False,,,False,False,True,-2806.1504,0.0187,1.086,5.7112,88.1468
23,"(0, 2, 2)",2,2,c,True,True,False,,,False,False,True,-2788.1466,0.0187,1.088,5.8573,112.6268
24,"(1, 2, 1)",2,2,n,False,True,False,,,False,False,True,-2799.7426,0.0188,1.0924,5.943,76.1187
25,"(0, 2, 2)",2,2,n,False,True,False,,,False,False,True,-2799.5403,0.0189,1.0949,5.9752,69.9287
26,"(0, 2, 3)",2,3,c,True,True,False,,,False,False,True,-2786.9565,0.0189,1.0973,5.9166,122.2688
27,"(0, 2, 1)",2,1,n,False,True,False,,,False,False,True,-2800.7409,0.0189,1.0998,6.0237,85.7261
28,"(0, 2, 3)",2,3,n,False,True,False,,,False,False,True,-2799.5689,0.0189,1.1,5.9829,72.6635
29,"(2, 2, 1)",2,3,n,False,True,False,,,False,False,True,-2799.597,0.019,1.1026,6.0212,70.3178
30,"(0, 1, 1)",1,1,c,True,True,False,,,False,False,True,-2810.2589,0.019,1.1035,6.0663,94.0168
31,"(1, 1, 0)",1,1,c,True,True,False,,,False,False,True,-2810.3188,0.019,1.1035,6.0664,83.6768
32,"(1, 1, 1)",1,2,c,True,True,False,,,False,False,True,-2808.3746,0.019,1.1036,6.0668,94.1316
33,"(1, 0, 1)",0,2,c,True,True,True,252.0,2.0,False,False,True,-2794.4245,0.019,1.104,5.9862,93.8033
34,"(0, 1, 0)",1,0,c,True,True,False,,,False,False,True,-2811.6751,0.019,1.1057,6.0946,73.5113
35,"(0, 2, 1)",2,1,c,True,True,False,,,False,False,True,-2787.288,0.019,1.1059,6.1095,121.4307
36,"(2, 1, 0)",1,2,c,True,True,False,,,False,False,True,-2810.6824,0.0191,1.1066,6.0583,94.5224
37,"(0, 1, 2)",1,2,c,True,True,False,,,False,False,True,-2810.5497,0.0191,1.1067,6.0591,81.3783
38,"(2, 1, 1)",1,3,c,True,True,False,,,False,False,True,-2808.8114,0.0191,1.1079,6.0639,90.7535
39,"(0, 1, 3)",1,3,c,True,True,False,,,False,False,True,-2808.5068,0.0191,1.1083,6.0643,88.0369
40,"(3, 1, 0)",1,3,c,True,True,False,,,False,False,True,-2808.6657,0.0191,1.1084,6.0642,86.1018
41,"(0, 1, 0)",1,0,c,True,True,True,1008.0,2.0,False,False,True,-2808.0229,0.0191,1.1085,5.8609,82.8526
42,"(1, 2, 2)",2,3,n,False,True,False,,,False,False,True,-2803.233,0.0191,1.1087,6.061,113.5227
43,"(1, 1, 2)",1,3,c,True,True,False,,,False,False,True,-2808.6025,0.0191,1.1088,6.0668,89.9533
44,"(0, 1, 0)",1,0,n,False,True,True,1008.0,2.0,False,False,True,-2809.8968,0.0191,1.1091,5.8649,85.9308
45,"(0, 1, 0)",1,0,t,True,True,True,1008.0,2.0,False,False,True,-2796.9932,0.0192,1.1123,5.8734,121.5546
46,"(0, 2, 3)",2,3,c,True,True,True,252.0,2.0,False,False,True,-2780.3387,0.0192,1.1127,6.0092,140.3429
47,"(2, 2, 1)",2,3,c,True,True,True,252.0,2.0,False,False,True,-2782.4778,0.0192,1.113,6.0258,138.5976
48,"(1, 0, 0)",0,1,c,True,True,True,252.0,2.0,False,False,True,-2797.8332,0.0192,1.1131,6.0568,53.6116
49,"(1, 0, 1)",0,2,n,False,True,True,252.0,2.0,False,False,True,-2799.3086,0.0192,1.1131,6.0974,81.0998
50,"(0, 1, 0)",1,0,ct,True,True,True,1008.0,2.0,False,False,True,-2794.9044,0.0192,1.1138,5.8826,130.3371
51,"(0, 2, 2)",2,2,c,True,True,True,252.0,2.0,False,False,True,-2785.8294,0.0192,1.1146,6.0911,131.8162
52,"(1, 2, 2)",2,3,c,True,True,False,,,False,False,True,-2788.6195,0.0193,1.12,6.2,134.537
53,"(1, 0, 2)",0,3,c,True,True,True,252.0,2.0,False,False,True,-2793.7791,0.0194,1.1288,6.1332,77.8317
54,"(2, 0, 1)",0,3,c,True,True,True,252.0,2.0,False,False,True,-2800.9338,0.0195,1.1298,6.1453,73.9688
55,"(1, 1, 2)",1,3,ct,True,True,False,,,False,False,True,-2793.9362,0.0195,1.135,6.3347,232.9724
56,"(0, 1, 3)",1,3,ct,True,True,False,,,False,False,True,-2793.2444,0.0196,1.1363,6.3375,223.3807
57,"(0, 1, 2)",1,2,ct,True,True,False,,,False,False,True,-2795.7373,0.0196,1.1364,6.3495,158.3486
58,"(1, 0, 2)",0,3,n,False,True,True,252.0,2.0,False,False,True,-2798.1064,0.0196,1.1371,6.2736,67.6209
59,"(2, 1, 1)",1,3,ct,True,True,False,,,False,False,True,-2794.6502,0.0196,1.138,6.3599,229.4894
60,"(2, 0, 1)",0,3,t,True,True,False,,,False,False,True,-2797.8722,0.0196,1.138,6.3294,131.201
61,"(1, 0, 0)",0,1,n,False,True,True,252.0,2.0,False,False,True,-2797.3676,0.0196,1.1385,6.3016,67.0182
62,"(0, 1, 0)",1,0,ct,True,True,False,,,False,False,True,-2798.1918,0.0196,1.1389,6.3959,130.1934
63,"(0, 1, 1)",1,1,ct,True,True,False,,,False,False,True,-2796.0047,0.0196,1.1389,6.3928,140.8784
64,"(2, 1, 0)",1,2,n,False,True,True,252.0,2.0,False,False,True,-2804.1353,0.0196,1.139,6.2318,91.3844
65,"(1, 1, 0)",1,1,ct,True,True,False,,,False,False,True,-2796.5813,0.0196,1.1392,6.3958,141.6492
66,"(1, 1, 1)",1,2,n,False,True,True,252.0,2.0,False,False,True,-2802.3062,0.0196,1.1393,6.275,97.7965
67,"(0, 1, 2)",1,2,n,False,True,True,252.0,2.0,False,False,True,-2803.8746,0.0196,1.1394,6.2321,121.8509
68,"(1, 1, 1)",1,2,ct,True,True,False,,,False,False,True,-2794.1163,0.0196,1.1394,6.3958,167.9238
69,"(3, 1, 0)",1,3,ct,True,True,False,,,False,False,True,-2794.6674,0.0196,1.1394,6.3715,169.7993
70,"(2, 1, 0)",1,2,ct,True,True,False,,,False,False,True,-2796.752,0.0196,1.1396,6.3784,172.1244
71,"(2, 1, 1)",1,3,n,False,True,True,252.0,2.0,False,False,True,-2802.2912,0.0196,1.1398,6.2338,89.0282
72,"(3, 1, 0)",1,3,n,False,True,True,252.0,2.0,False,False,True,-2802.0335,0.0196,1.1399,6.2333,93.2707
73,"(0, 1, 3)",1,3,n,False,True,True,252.0,2.0,False,False,True,-2801.8279,0.0196,1.1403,6.2367,115.6198
74,"(1, 1, 0)",1,1,n,False,True,True,252.0,2.0,False,False,True,-2803.5867,0.0196,1.1406,6.2929,82.971
75,"(0, 1, 1)",1,1,n,False,True,True,252.0,2.0,False,False,True,-2803.5121,0.0196,1.1407,6.2944,85.0389
76,"(1, 1, 2)",1,3,n,False,True,True,252.0,2.0,False,False,True,-2802.0793,0.0196,1.1407,6.24,118.9401
77,"(0, 1, 0)",1,0,n,False,True,True,252.0,2.0,False,False,True,-2804.9766,0.0197,1.1411,6.3021,75.6026
78,"(0, 2, 1)",2,1,c,True,True,True,252.0,2.0,False,False,True,-2791.0678,0.0197,1.1418,6.3446,152.1095
79,"(1, 2, 1)",2,2,c,True,True,True,252.0,2.0,False,False,True,-2790.8491,0.0197,1.145,6.3459,139.5013
80,"(0, 2, 3)",2,3,n,False,True,True,252.0,2.0,False,False,True,-2796.786,0.0197,1.1465,6.2903,98.7619
81,"(2, 1, 1)",1,3,t,True,True,False,,,False,False,True,-2795.9906,0.0197,1.1465,6.4327,192.6015
82,"(2, 1, 0)",1,2,t,True,True,False,,,False,False,True,-2798.225,0.0198,1.1467,6.4348,153.9684
83,"(3, 1, 0)",1,3,t,True,True,False,,,False,False,True,-2796.0931,0.0198,1.1472,6.4344,178.4371
84,"(1, 1, 2)",1,3,t,True,True,False,,,False,False,True,-2795.0493,0.0198,1.1473,6.4378,207.8594
85,"(0, 1, 2)",1,2,t,True,True,False,,,False,False,True,-2796.9437,0.0198,1.1474,6.439,141.4588
86,"(0, 1, 1)",1,1,t,True,True,False,,,False,False,True,-2797.3341,0.0198,1.148,6.4642,139.0164
87,"(1, 1, 1)",1,2,t,True,True,False,,,False,False,True,-2795.4817,0.0198,1.148,6.4623,162.3847
88,"(1, 1, 0)",1,1,t,True,True,False,,,False,False,True,-2797.9218,0.0198,1.1481,6.4652,118.6955
89,"(0, 1, 3)",1,3,t,True,True,False,,,False,False,True,-2794.3747,0.0198,1.1483,6.439,197.5869
90,"(0, 1, 0)",1,0,t,True,True,False,,,False,False,True,-2799.4966,0.0198,1.1484,6.4743,128.9783
91,"(2, 0, 0)",0,2,ct,True,True,False,,,False,False,True,-2788.9435,0.0198,1.1489,6.3603,123.8297
92,"(2, 2, 1)",2,3,n,False,True,True,252.0,2.0,False,False,True,-2796.8243,0.0198,1.1509,6.313,98.7995
93,"(1, 0, 0)",0,1,ct,True,True,False,,,False,False,True,-2787.7348,0.02,1.1611,6.5038,104.7733
94,"(3, 0, 0)",0,3,n,False,True,True,252.0,2.0,False,False,True,-2795.2288,0.0201,1.1666,6.4909,93.2203
95,"(2, 0, 1)",0,3,ct,True,True,False,,,False,False,True,-2787.1845,0.0202,1.1731,6.6066,146.2603
96,"(0, 2, 1)",2,1,n,False,True,True,252.0,2.0,False,False,True,-2797.0143,0.0204,1.183,6.5793,83.2254
97,"(0, 1, 2)",1,2,c,True,True,True,252.0,2.0,False,False,True,-2806.7508,0.0204,1.1861,6.5334,90.5155
98,"(1, 1, 2)",1,3,c,True,True,True,252.0,2.0,False,False,True,-2804.8093,0.0204,1.1864,6.5331,116.1102
99,"(0, 1, 0)",1,0,c,True,True,True,252.0,2.0,False,False,True,-2808.2788,0.0205,1.1876,6.5983,66.6869
100,"(1, 2, 1)",2,2,n,False,True,True,252.0,2.0,False,False,True,-2795.7947,0.0205,1.1889,6.5916,95.0414
101,"(0, 1, 1)",1,1,c,True,True,True,252.0,2.0,False,False,True,-2807.0624,0.0205,1.1907,6.5925,98.8776
102,"(2, 1, 1)",1,3,c,True,True,True,252.0,2.0,False,False,True,-2804.6082,0.0205,1.1909,6.547,106.7636
103,"(1, 2, 2)",2,3,c,True,True,True,252.0,2.0,False,False,True,-2790.5131,0.0206,1.1968,6.7985,187.7168
104,"(0, 1, 3)",1,3,c,True,True,True,252.0,2.0,False,False,True,-2804.2213,0.0206,1.1974,6.6042,129.1635
105,"(1, 1, 0)",1,1,c,True,True,True,252.0,2.0,False,False,True,-2806.8352,0.0206,1.1979,6.6258,76.9325
106,"(0, 2, 2)",2,2,n,False,True,True,252.0,2.0,False,False,True,-2795.0798,0.0206,1.1985,6.661,87.7075
107,"(2, 1, 0)",1,2,c,True,True,True,252.0,2.0,False,False,True,-2806.364,0.0207,1.1993,6.6265,97.408
108,"(3, 1, 0)",1,3,c,True,True,True,252.0,2.0,False,False,True,-2804.3435,0.0207,1.1993,6.6256,94.3322
109,"(0, 1, 3)",1,3,ct,True,True,True,252.0,2.0,False,False,True,-2790.6585,0.0207,1.1994,6.6713,275.842
110,"(1, 1, 1)",1,2,c,True,True,True,252.0,2.0,False,False,True,-2805.7103,0.0207,1.2025,6.6498,91.6653
111,"(0, 1, 2)",1,2,ct,True,True,True,252.0,2.0,False,False,True,-2792.9583,0.0207,1.2032,6.6967,214.8542
112,"(1, 1, 2)",1,3,ct,True,True,True,252.0,2.0,False,False,True,-2790.833,0.0207,1.2046,6.6994,227.6405
113,"(3, 1, 0)",1,3,ct,True,True,True,252.0,2.0,False,False,True,-2791.6506,0.0208,1.2067,6.7211,284.8653
114,"(2, 1, 1)",1,3,ct,True,True,True,252.0,2.0,False,False,True,-2791.4477,0.0208,1.2072,6.7245,249.6616
115,"(1, 2, 2)",2,3,n,False,True,True,252.0,2.0,False,False,True,-2799.0987,0.0208,1.2074,6.6698,112.3132
116,"(0, 1, 0)",1,0,ct,True,True,True,252.0,2.0,False,False,True,-2795.4589,0.0208,1.2077,6.7802,168.5303
117,"(2, 1, 0)",1,2,ct,True,True,True,252.0,2.0,False,False,True,-2793.7402,0.0208,1.2077,6.7303,217.4314
118,"(1, 1, 1)",1,2,ct,True,True,True,252.0,2.0,False,False,True,-2792.1871,0.0208,1.2094,6.7403,183.1031
119,"(0, 1, 1)",1,1,ct,True,True,True,252.0,2.0,False,False,True,-2793.6154,0.0209,1.2123,6.7858,188.7052
120,"(1, 1, 0)",1,1,ct,True,True,True,252.0,2.0,False,False,True,-2794.1511,0.0209,1.2135,6.7943,177.1875
121,"(0, 1, 3)",1,3,t,True,True,True,252.0,2.0,False,False,True,-2790.3869,0.0211,1.2266,6.8816,241.9513
122,"(1, 1, 1)",1,2,t,True,True,True,252.0,2.0,False,False,True,-2792.5662,0.0211,1.2271,6.8627,172.5972
123,"(2, 1, 1)",1,3,t,True,True,True,252.0,2.0,False,False,True,-2791.6489,0.0211,1.2279,6.8848,233.6826
124,"(2, 1, 0)",1,2,t,True,True,True,252.0,2.0,False,False,True,-2793.9855,0.0211,1.228,6.8861,224.2086
125,"(3, 1, 0)",1,3,t,True,True,True,252.0,2.0,False,False,True,-2791.8122,0.0212,1.228,6.8861,282.4993
126,"(1, 1, 2)",1,3,t,True,True,True,252.0,2.0,False,False,True,-2790.8286,0.0212,1.2282,6.8786,258.0923
127,"(0, 1, 2)",1,2,t,True,True,True,252.0,2.0,False,False,True,-2792.813,0.0212,1.2289,6.8949,203.426
128,"(0, 1, 0)",1,0,t,True,True,True,252.0,2.0,False,False,True,-2795.5336,0.0212,1.2302,6.9568,156.8805
129,"(0, 1, 1)",1,1,t,True,True,True,252.0,2.0,False,False,True,-2793.5485,0.0213,1.2364,6.9768,199.4201
130,"(1, 1, 0)",1,1,t,True,True,True,252.0,2.0,False,False,True,-2794.156,0.0213,1.2365,6.9756,169.0672
131,"(3, 2, 0)",2,3,n,False,True,False,,,False,False,True,-2655.4983,0.0214,1.244,6.6446,63.9522
132,"(3, 2, 0)",2,3,c,True,True,False,,,False,False,True,-2653.4941,0.0214,1.2442,6.6465,94.5051
133,"(3, 2, 0)",2,3,n,False,True,True,252.0,2.0,False,False,True,-2647.4684,0.0214,1.2447,6.6677,112.4308
134,"(3, 2, 0)",2,3,c,True,True,True,252.0,2.0,False,False,True,-2645.4689,0.0215,1.2457,6.6715,107.3973
135,"(2, 0, 0)",0,2,n,False,True,True,252.0,2.0,False,False,True,-2731.1833,0.0221,1.2847,7.1173,60.9143
136,"(2, 2, 0)",2,2,n,False,True,False,,,False,False,True,-2601.6854,0.0228,1.3238,6.9344,73.3473
137,"(2, 2, 0)",2,2,c,True,True,False,,,False,False,True,-2599.6847,0.0228,1.3246,6.9367,99.2657
138,"(2, 2, 0)",2,2,n,False,True,True,252.0,2.0,False,False,True,-2593.672,0.0228,1.3246,6.9484,111.4531
139,"(2, 2, 0)",2,2,c,True,True,True,252.0,2.0,False,False,True,-2591.6705,0.0228,1.3252,6.9481,143.316
140,"(1, 0, 0)",0,1,t,True,True,False,,,False,False,True,-2711.9611,0.0229,1.33,7.9693,80.5351
141,"(3, 0, 0)",0,3,t,True,True,False,,,False,False,True,-2697.3772,0.0231,1.3425,8.0547,128.9542
142,"(1, 2, 0)",2,1,n,False,True,False,,,False,False,True,-2522.6634,0.0237,1.3753,7.365,68.7293
143,"(1, 2, 0)",2,1,n,False,True,True,252.0,2.0,False,False,True,-2514.6544,0.0237,1.3758,7.3697,77.4474
144,"(1, 2, 0)",2,1,c,True,True,False,,,False,False,True,-2520.6634,0.0237,1.3761,7.3672,66.6557
145,"(1, 2, 0)",2,1,c,True,True,True,252.0,2.0,False,False,True,-2512.6572,0.0237,1.3766,7.3708,83.5702
146,"(3, 0, 0)",0,3,c,True,True,True,252.0,2.0,False,False,True,-2718.3631,0.0242,1.4041,8.5671,88.22
147,"(2, 0, 0)",0,2,t,True,True,True,252.0,2.0,False,False,True,-2765.6705,0.0245,1.4204,8.5156,152.6977
148,"(1, 0, 2)",0,3,t,True,True,False,,,False,False,True,-2663.9267,0.0247,1.4331,8.6649,147.2767
149,"(2, 0, 0)",0,2,t,True,True,False,,,False,False,True,-2665.6037,0.0248,1.4398,8.7013,104.9434
150,"(1, 0, 1)",0,2,t,True,True,False,,,False,False,True,-2665.1187,0.0248,1.4399,8.6985,116.2346
151,"(1, 0, 0)",0,1,ct,True,True,True,252.0,2.0,False,False,True,-2759.3379,0.0266,1.5456,9.2996,127.7398
152,"(1, 0, 2)",0,3,ct,True,True,False,,,False,False,True,-2657.8706,0.0268,1.5539,9.535,183.1884
153,"(3, 0, 0)",0,3,ct,True,True,False,,,False,False,True,-2657.4957,0.0269,1.5605,9.5839,171.7801
154,"(1, 0, 1)",0,2,ct,True,True,False,,,False,False,True,-2657.2554,0.0271,1.5738,9.6924,159.1631
155,"(0, 2, 0)",2,0,n,False,True,False,,,False,False,True,-2263.5395,0.0285,1.657,9.1086,58.3049
156,"(0, 2, 0)",2,0,n,False,True,True,252.0,2.0,False,False,True,-2255.536,0.0285,1.6571,9.1122,76.2765
157,"(0, 2, 0)",2,0,c,True,True,False,,,False,False,True,-2261.54,0.0285,1.6572,9.1079,67.7835
158,"(0, 2, 0)",2,0,c,True,True,True,252.0,2.0,False,False,True,-2253.5363,0.0286,1.658,9.1119,82.7935
159,"(1, 0, 1)",0,2,t,True,True,True,252.0,2.0,False,False,True,-2628.1138,0.0295,1.7102,10.4776,146.8422
160,"(1, 0, 0)",0,1,t,True,True,True,252.0,2.0,False,False,True,-2629.6326,0.0295,1.712,10.4645,100.2115
161,"(2, 0, 0)",0,2,c,True,True,True,252.0,2.0,False,False,True,-2483.6487,0.0318,1.8455,11.5714,59.1157
162,"(2, 0, 0)",0,2,ct,True,True,True,252.0,2.0,False,False,True,-2619.0336,0.0328,1.907,11.8338,154.3468
163,"(1, 0, 1)",0,2,ct,True,True,True,252.0,2.0,False,False,True,-2617.4659,0.0331,1.9205,11.913,162.4827
164,"(0, 0, 3)",0,3,t,True,True,False,,,False,False,True,-1397.7407,0.0994,5.7733,43.5827,138.0762
165,"(0, 0, 2)",0,2,ct,True,True,False,,,False,False,True,-1071.3756,0.1396,8.1027,68.9431,147.6939
166,"(0, 0, 2)",0,2,t,True,True,False,,,False,False,True,-1027.6551,0.1443,8.3796,72.0225,149.3289
167,"(0, 0, 2)",0,2,ct,True,True,True,252.0,2.0,False,False,True,-1124.6149,0.1609,9.3432,59.8896,220.0382
168,"(0, 0, 2)",0,2,t,True,True,True,252.0,2.0,False,False,True,-1146.6322,0.1698,9.8589,66.2083,169.9247
169,"(0, 0, 0)",0,0,c,True,True,True,1008.0,2.0,False,False,True,-287.008,0.1745,10.1298,84.0209,33.5186
170,"(0, 0, 0)",0,0,n,False,True,True,1008.0,2.0,False,False,True,-288.7864,0.1882,10.9268,84.2069,42.9648
171,"(0, 0, 3)",0,3,ct,True,True,False,,,False,False,True,-413.3626,0.234,13.5887,146.4836,151.4585
172,"(0, 0, 1)",0,1,t,True,True,False,,,False,False,True,-246.2687,0.2364,13.7241,117.5711,105.2247
173,"(0, 0, 3)",0,3,c,True,True,False,,,False,False,True,-235.2306,0.2409,13.9893,67.6077,58.6309
174,"(0, 0, 3)",0,3,n,False,True,False,,,False,False,True,-232.7809,0.2507,14.5549,69.4938,53.6454
175,"(0, 0, 1)",0,1,t,True,True,True,252.0,2.0,False,False,True,-381.3714,0.2525,14.6595,95.9752,119.0142
176,"(0, 0, 0)",0,0,ct,True,True,True,1008.0,2.0,False,False,True,-256.9802,0.2776,16.1151,144.589,101.6398
177,"(0, 0, 3)",0,3,c,True,True,True,252.0,2.0,False,False,True,-242.3688,0.2785,16.1719,72.8925,59.6233
178,"(0, 0, 3)",0,3,n,False,True,True,252.0,2.0,False,False,True,-237.9632,0.291,16.8964,75.202,51.2494
179,"(0, 0, 0)",0,0,t,True,True,True,1008.0,2.0,False,False,True,-201.3955,0.2916,16.9313,155.6142,76.5577
180,"(0, 0, 1)",0,1,ct,True,True,False,,,False,False,True,203.7301,0.3559,20.6655,172.3265,100.3832
181,"(0, 0, 1)",0,1,ct,True,True,True,252.0,2.0,False,False,True,-55.1026,0.3592,20.8553,113.3246,144.096
182,"(0, 0, 2)",0,2,c,True,True,False,,,False,False,True,378.1665,0.3857,22.3943,89.0211,54.1825
183,"(0, 0, 2)",0,2,n,False,True,False,,,False,False,True,388.4544,0.4034,23.4219,91.4195,48.7067
184,"(0, 0, 0)",0,0,t,True,True,False,,,False,False,True,523.1896,0.4318,25.0676,177.5576,103.7639
185,"(0, 0, 0)",0,0,ct,True,True,False,,,False,False,True,518.8168,0.4326,25.1171,178.8669,97.1166
186,"(0, 0, 2)",0,2,c,True,True,True,252.0,2.0,False,False,True,371.0373,0.449,26.0661,94.6276,69.8206
187,"(0, 0, 2)",0,2,n,False,True,True,252.0,2.0,False,False,True,380.0861,0.4674,27.1381,97.5306,65.1771
188,"(0, 0, 0)",0,0,ct,True,True,True,252.0,2.0,False,False,True,458.3053,0.4939,28.6779,115.0706,89.2312
189,"(0, 0, 0)",0,0,t,True,True,True,252.0,2.0,False,False,True,1415.7602,0.6308,36.6235,124.6287,69.7215
190,"(0, 0, 1)",0,1,c,True,True,False,,,False,False,True,1233.5263,0.6758,39.237,116.5092,51.2344
191,"(0, 0, 1)",0,1,n,False,True,False,,,False,False,True,1231.8298,0.688,39.9442,117.4531,46.2531
192,"(0, 0, 1)",0,1,c,True,True,True,252.0,2.0,False,False,True,1225.9109,0.723,41.9767,117.8533,56.0949
193,"(0, 0, 1)",0,1,n,False,True,True,252.0,2.0,False,False,True,1223.9387,0.7264,42.1728,118.0806,67.8202
194,"(0, 0, 0)",0,0,c,True,True,False,,,False,False,True,2244.5192,1.3311,77.2826,146.5833,43.697
195,"(0, 0, 0)",0,0,n,False,True,False,,,False,False,True,2242.5222,1.3346,77.4843,146.6813,35.154
196,"(0, 0, 0)",0,0,c,True,True,True,252.0,2.0,False,False,True,2231.9347,1.4063,81.6472,146.0945,48.8765
197,"(0, 0, 0)",0,0,n,False,True,True,252.0,2.0,False,False,True,2229.9384,1.4099,81.8576,146.2004,42.1365
198,"(2, 0, 1)",0,3,n,False,True,True,252.0,2.0,False,False,False,,,,,
199,"(2, 0, 0)",0,2,c,True,True,False,,,False,False,True,-2799.9381,0.0185,1.0714,5.6428,83.4705
