Model,ARIMA_Order,Diffs,Mod_Order,Trend,Intercept,Date,Fourier,Fourier_m,Fourier_k,BoxCox,Log,Scored,AIC,RMSE,RMSE%,SMAPE,CV_Time
0,"(2, 1, 4)",1,0,c,True,True,False,252,4,False,False,True,23359.2341,46.6752,2.3267,0.9883,972.5141
1,"(1, 1, 0)",1,1,n,False,True,True,1008,2,False,False,True,23588.8963,46.3251,2.3084,0.9788,379.7254
