Model,ARIMA_Order,Diffs,Mod_Order,Trend,Intercept,Date,Fourier,Fourier_m,Fourier_k,BoxCox,Log,Scored,AIC,RMSE,RMSE%,SMAPE,CV_Time
26,"(0, 1, 1)",1,1,c,True,True,False,,,False,False,True,4278.6966,3.5102,1.1999,0.7327,39.9659
27,"(0, 1, 1)",1,1,t,True,True,False,,,False,False,True,4277.2217,3.4895,1.1928,0.7289,55.8639
28,"(0, 1, 1)",1,1,ct,True,True,False,,,False,False,True,4279.2382,3.4932,1.194,0.7297,71.3064
29,"(1, 1, 0)",1,1,c,True,True,False,,,False,False,True,4270.6273,3.5234,1.2044,0.7321,39.8773
30,"(1, 1, 0)",1,1,t,True,True,False,,,False,False,True,4269.4331,3.5027,1.1973,0.7283,66.3253
31,"(1, 1, 0)",1,1,ct,True,True,False,,,False,False,True,4272.1678,3.5039,1.1977,0.7284,62.3135
32,"(0, 0, 0)",0,0,c,True,True,False,,,False,False,True,7835.0999,79.493,27.1718,22.5551,29.1211
33,"(0, 0, 0)",0,0,c,True,True,True,252,4,False,False,True,7797.3157,78.4996,26.8322,21.7404,57.5918
34,"(0, 0, 0)",0,0,t,True,True,True,252,4,False,False,True,6957.3723,45.1591,15.436,11.2828,64.9986
35,"(0, 0, 0)",0,0,ct,True,True,True,252,4,False,False,True,6943.4471,44.3388,15.1556,11.0851,64.7659
36,"(0, 0, 0)",0,0,n,False,True,True,252,4,False,False,True,7795.3419,78.5646,26.8545,21.7609,48.7633
37,"(0, 1, 0)",1,0,c,True,True,True,252,4,False,False,True,4312.6489,3.5529,1.2144,0.7362,59.2142
38,"(0, 1, 0)",1,0,t,True,True,True,252,4,False,False,True,4312.4597,3.5367,1.2089,0.7336,94.5468
39,"(0, 1, 0)",1,0,ct,True,True,True,252,4,False,False,True,4314.5483,3.5342,1.208,0.7337,101.5544
40,"(0, 1, 0)",1,0,n,False,True,True,252,4,False,False,True,4312.6426,3.5799,1.2236,0.7423,56.8164
41,"(0, 1, 1)",1,1,c,True,True,True,252,4,False,False,True,4286.7095,3.583,1.2247,0.742,63.9511
42,"(0, 1, 1)",1,1,t,True,True,True,252,4,False,False,True,4285.3675,3.5522,1.2142,0.7313,114.727
43,"(0, 1, 1)",1,1,ct,True,True,True,252,4,False,False,True,4287.5628,3.5524,1.2143,0.7313,118.5267
44,"(0, 1, 1)",1,1,n,False,True,True,252,4,False,False,True,4287.808,3.6212,1.2378,0.7536,68.9372
45,"(1, 1, 0)",1,1,c,True,True,True,252,4,False,False,True,4278.2062,3.5981,1.2299,0.7453,57.5356
46,"(1, 1, 0)",1,1,t,True,True,True,252,4,False,False,True,4277.5299,3.5679,1.2196,0.734,93.6134
47,"(1, 1, 0)",1,1,ct,True,True,True,252,4,False,False,True,4278.8071,3.5686,1.2198,0.7335,87.6074
48,"(1, 1, 0)",1,1,n,False,True,True,252,4,False,False,True,4279.4109,3.6374,1.2433,0.7569,57.7322
49,"(0, 0, 0)",0,0,c,True,True,True,252,2,False,False,True,7795.8781,78.2941,26.762,21.7408,46.6187
50,"(0, 0, 0)",0,0,t,True,True,True,252,2,False,False,True,6953.335,42.4349,14.5048,10.7524,58.1056
51,"(0, 0, 0)",0,0,ct,True,True,True,252,2,False,False,True,6947.5213,41.5669,14.2082,10.5502,57.3114
52,"(0, 0, 0)",0,0,n,False,True,True,252,2,False,False,True,7793.9091,78.3851,26.7931,21.7699,40.6683
53,"(0, 1, 0)",1,0,c,True,True,True,252,2,False,False,True,4308.8639,3.5254,1.205,0.74,46.3052
54,"(0, 1, 0)",1,0,t,True,True,True,252,2,False,False,True,4307.4216,3.503,1.1974,0.7362,72.458
55,"(0, 1, 0)",1,0,ct,True,True,True,252,2,False,False,True,4310.0037,3.4999,1.1963,0.7354,74.3038
56,"(0, 1, 0)",1,0,n,False,True,True,252,2,False,False,True,4308.9166,3.5517,1.214,0.7455,42.9785
57,"(0, 0, 0)",0,0,c,True,True,True,252,5,False,False,True,7790.0734,78.2834,26.7584,21.7523,65.982
58,"(0, 0, 0)",0,0,t,True,True,True,252,5,False,False,True,6945.8338,45.7672,15.6439,11.5121,80.6959
59,"(0, 0, 0)",0,0,ct,True,True,True,252,5,False,False,True,6931.3111,44.9539,15.3659,11.315,81.7939
60,"(0, 0, 0)",0,0,n,False,True,True,252,5,False,False,True,7788.1068,78.3405,26.7779,21.7701,60.2777
61,"(0, 0, 1)",0,1,c,True,True,True,252,5,False,False,True,6822.8022,40.969,14.0038,10.6682,82.3549
62,"(0, 0, 1)",0,1,t,True,True,True,252,5,False,False,True,6094.6496,25.8262,8.8277,6.2566,93.0904
63,"(0, 0, 1)",0,1,ct,True,True,True,252,5,False,False,True,6066.8607,25.1361,8.5919,6.0933,95.8855
64,"(0, 0, 1)",0,1,n,False,True,True,252,5,False,False,True,6820.9205,41.1235,14.0566,10.7091,77.5217
65,"(1, 0, 0)",0,1,c,True,True,True,252,5,False,False,True,4326.6639,3.7847,1.2936,0.7919,51.505
66,"(1, 0, 0)",0,1,t,True,True,True,252,5,False,False,True,4335.7913,3.8396,1.3124,0.8074,63.0271
67,"(1, 0, 0)",0,1,ct,True,True,True,252,5,False,False,True,4328.6997,3.8763,1.325,0.8254,66.7319
68,"(1, 0, 0)",0,1,n,False,True,True,252,5,False,False,True,4325.475,3.8088,1.3019,0.7989,48.1372
69,"(0, 1, 0)",1,0,c,True,True,True,252,5,False,False,True,4311.1682,3.5679,1.2195,0.7341,63.8042
70,"(0, 1, 0)",1,0,t,True,True,True,252,5,False,False,True,4312.004,3.5497,1.2133,0.7282,103.5159
71,"(0, 1, 0)",1,0,ct,True,True,True,252,5,False,False,True,4313.918,3.5511,1.2138,0.7276,111.5253
72,"(0, 1, 0)",1,0,n,False,True,True,252,5,False,False,True,4311.1807,3.5948,1.2287,0.741,57.9694
73,"(0, 1, 1)",1,1,c,True,True,True,252,5,False,False,True,4282.1572,3.6125,1.2348,0.7337,69.076
74,"(0, 1, 1)",1,1,t,True,True,True,252,5,False,False,True,4282.2456,3.586,1.2257,0.7239,113.8754
75,"(0, 1, 1)",1,1,ct,True,True,True,252,5,False,False,True,4283.6901,3.5907,1.2274,0.7253,119.7971
76,"(0, 1, 1)",1,1,n,False,True,True,252,5,False,False,True,4283.5706,3.654,1.249,0.7468,67.9442
77,"(1, 1, 0)",1,1,c,True,True,True,252,5,False,False,True,4273.689,3.631,1.2411,0.7394,64.2323
78,"(1, 1, 0)",1,1,t,True,True,True,252,5,False,False,True,4273.6581,3.6008,1.2308,0.7283,98.5546
79,"(1, 1, 0)",1,1,ct,True,True,True,252,5,False,False,True,4275.3383,3.605,1.2322,0.7295,78.7855
80,"(1, 1, 0)",1,1,n,False,True,True,252,5,False,False,True,4274.9769,3.6682,1.2538,0.752,43.7645
81,"(0, 0, 0)",0,0,c,True,True,True,252,1,False,False,True,7801.8007,78.1774,26.7221,21.6717,25.7139
82,"(0, 0, 0)",0,0,t,True,True,True,252,1,False,False,True,6953.2137,41.0006,14.0146,10.382,36.9004
83,"(0, 0, 0)",0,0,ct,True,True,True,252,1,False,False,True,6952.5794,40.6101,13.8811,10.2842,35.6673
84,"(0, 0, 0)",0,0,n,False,True,True,252,1,False,False,True,7799.825,78.2858,26.7592,21.7058,24.29
85,"(0, 0, 1)",0,1,c,True,True,True,252,1,False,False,True,6832.2528,40.5461,13.8592,10.53,42.9746
86,"(0, 0, 1)",0,1,t,True,True,True,252,1,False,False,True,6104.9557,23.4789,8.0254,5.7292,48.3412
87,"(0, 0, 1)",0,1,ct,True,True,True,252,1,False,False,True,6078.1531,22.9702,7.8515,5.6099,48.8839
88,"(0, 0, 1)",0,1,n,False,True,True,252,1,False,False,True,6830.3973,40.7105,13.9154,10.576,38.7383
89,"(0, 0, 2)",0,2,c,True,True,True,252,1,False,False,True,6225.8588,27.7092,9.4714,7.1026,41.0804
90,"(0, 0, 2)",0,2,c,True,True,False,,,False,False,True,6236.5056,26.5612,9.079,6.9338,36.8693
91,"(0, 0, 2)",0,2,t,True,True,True,252,1,False,False,True,5621.5881,16.3163,5.5771,3.9536,49.5411
92,"(0, 0, 2)",0,2,t,True,True,False,,,False,False,True,5607.9245,14.6925,5.0221,3.6566,48.1449
93,"(0, 0, 2)",0,2,ct,True,True,True,252,1,False,False,True,5601.2928,16.13,5.5135,3.9224,53.1287
94,"(0, 0, 2)",0,2,ct,True,True,False,,,False,False,True,5589.9148,14.5356,4.9685,3.6243,49.0452
95,"(0, 0, 2)",0,2,n,False,True,True,252,1,False,False,True,6254.3135,28.5716,9.7662,7.3127,39.627
96,"(0, 0, 2)",0,2,n,False,True,False,,,False,False,True,6263.9063,27.4497,9.3827,7.1547,32.9787
97,"(0, 0, 3)",0,3,c,True,True,True,252,1,False,False,True,5764.0621,20.0174,6.8422,5.0244,47.3342
98,"(0, 0, 3)",0,3,c,True,True,False,,,False,False,True,5757.782,18.9249,6.4688,4.8125,41.261
99,"(0, 0, 3)",0,3,t,True,True,True,252,1,False,False,True,5331.539,12.9244,4.4177,3.0153,56.2274
100,"(0, 0, 3)",0,3,t,True,True,False,,,False,False,True,5312.7887,12.2102,4.1736,2.9605,49.6421
101,"(0, 0, 3)",0,3,ct,True,True,True,252,1,False,False,True,5258.3635,12.3886,4.2346,2.9056,53.798
102,"(0, 0, 3)",0,3,ct,True,True,False,,,False,False,True,5232.2818,11.2221,3.8359,2.6764,46.9886
103,"(0, 0, 3)",0,3,n,False,True,True,252,1,False,False,True,5800.3333,20.621,7.0486,5.1659,44.1606
104,"(0, 0, 3)",0,3,n,False,True,False,,,False,False,True,5795.3862,19.4919,6.6626,4.9512,41.4087
105,"(1, 0, 0)",0,1,c,True,True,True,252,1,False,False,True,4321.7408,3.7163,1.2703,0.792,28.99
106,"(1, 0, 0)",0,1,t,True,True,True,252,1,False,False,True,4326.5653,3.7583,1.2846,0.8064,35.8516
107,"(1, 0, 0)",0,1,ct,True,True,True,252,1,False,False,True,4320.6911,3.8017,1.2995,0.8254,40.0035
108,"(1, 0, 0)",0,1,n,False,True,True,252,1,False,False,True,4320.6148,3.7354,1.2768,0.7982,26.8842
109,"(1, 0, 1)",0,2,c,True,True,True,252,1,False,False,True,4301.4387,3.7515,1.2823,0.8008,37.6328
110,"(1, 0, 1)",0,2,c,True,True,False,,,False,False,True,4296.5722,3.6709,1.2548,0.776,36.1758
111,"(1, 0, 1)",0,2,t,True,True,True,252,1,False,False,True,4299.2972,3.6925,1.2621,0.7843,57.3278
112,"(1, 0, 1)",0,2,t,True,True,False,,,False,False,True,4293.2462,3.6153,1.2357,0.7613,46.4614
113,"(1, 0, 1)",0,2,ct,True,True,True,252,1,False,False,True,4300.4959,3.7608,1.2855,0.8071,58.5971
114,"(1, 0, 1)",0,2,ct,True,True,False,,,False,False,True,4292.2611,3.6351,1.2425,0.7681,51.1936
115,"(1, 0, 1)",0,2,n,False,True,True,252,1,False,False,True,4300.1257,3.7809,1.2924,0.8094,36.0016
116,"(1, 0, 1)",0,2,n,False,True,False,,,False,False,True,4296.1012,3.6973,1.2638,0.7835,30.0084
117,"(1, 0, 2)",0,3,c,True,True,True,252,1,False,False,True,4276.1473,3.8003,1.299,0.8057,43.6277
118,"(1, 0, 2)",0,3,c,True,True,False,,,False,False,True,4271.4519,3.7229,1.2726,0.7771,38.8182
119,"(1, 0, 2)",0,3,t,True,True,True,252,1,False,False,True,4275.5266,3.7508,1.2821,0.7874,64.8701
120,"(1, 0, 2)",0,3,t,True,True,False,,,False,False,True,4269.5597,3.6796,1.2577,0.7619,55.4975
121,"(1, 0, 2)",0,3,ct,True,True,True,252,1,False,False,True,4271.1236,3.8207,1.306,0.8101,68.7517
122,"(1, 0, 2)",0,3,ct,True,True,False,,,False,False,True,4265.9592,3.6868,1.2602,0.7664,62.7398
123,"(1, 0, 2)",0,3,n,False,True,True,252,1,False,False,True,4275.8718,3.8231,1.3068,0.8127,34.804
124,"(1, 0, 2)",0,3,n,False,True,False,,,False,False,True,4270.8331,3.7479,1.2811,0.7851,30.2832
125,"(2, 0, 0)",0,2,c,True,True,True,252,1,False,False,True,4293.2686,3.7584,1.2847,0.797,30.6024
126,"(2, 0, 0)",0,2,c,True,True,False,,,False,False,True,4288.4886,3.6707,1.2547,0.7715,27.755
127,"(2, 0, 0)",0,2,t,True,True,True,252,1,False,False,True,4292.7677,3.71,1.2681,0.7852,50.4966
128,"(2, 0, 0)",0,2,t,True,True,False,,,False,False,True,4285.7702,3.6291,1.2405,0.7602,45.1522
129,"(2, 0, 0)",0,2,ct,True,True,True,252,1,False,False,True,4290.0947,3.7622,1.286,0.8025,44.8665
130,"(2, 0, 0)",0,2,ct,True,True,False,,,False,False,True,4285.7561,3.648,1.2469,0.767,42.7365
131,"(2, 0, 0)",0,2,n,False,True,True,252,1,False,False,True,4292.0502,3.7778,1.2913,0.8029,28.7356
132,"(2, 0, 0)",0,2,n,False,True,False,,,False,False,True,4287.4062,3.6941,1.2627,0.7784,25.1136
133,"(2, 0, 1)",0,3,c,True,True,True,252,1,False,False,True,4286.8631,3.7289,1.2746,0.7882,32.9372
134,"(2, 0, 1)",0,3,c,True,True,False,,,False,False,True,4282.0798,3.6476,1.2468,0.7614,29.7702
135,"(2, 0, 1)",0,3,t,True,True,True,252,1,False,False,True,4282.4666,3.6584,1.2505,0.768,48.2785
136,"(2, 0, 1)",0,3,t,True,True,False,,,False,False,True,4277.5048,3.596,1.2292,0.7471,40.6773
137,"(2, 0, 1)",0,3,ct,True,True,True,252,1,False,False,True,4282.82,3.704,1.2661,0.7842,52.0652
138,"(2, 0, 1)",0,3,ct,True,True,False,,,False,False,True,4276.8607,3.6192,1.2371,0.7555,47.6645
139,"(2, 0, 1)",0,3,n,False,True,True,252,1,False,False,True,4286.0265,3.749,1.2815,0.7938,31.733
140,"(2, 0, 1)",0,3,n,False,True,False,,,False,False,True,4281.0254,3.6701,1.2545,0.769,27.8585
141,"(3, 0, 0)",0,3,c,True,True,True,252,1,False,False,True,4280.3434,3.7661,1.2873,0.7952,36.5464
142,"(3, 0, 0)",0,3,c,True,True,False,,,False,False,True,4275.8152,3.6946,1.2629,0.7721,32.8809
143,"(3, 0, 0)",0,3,t,True,True,True,252,1,False,False,True,4278.8614,3.7356,1.2769,0.7869,57.7442
144,"(3, 0, 0)",0,3,t,True,True,False,,,False,False,True,4274.0307,3.6578,1.2503,0.7619,53.3215
145,"(3, 0, 0)",0,3,ct,True,True,True,252,1,False,False,True,4276.0023,3.7743,1.2901,0.8017,62.5729
146,"(3, 0, 0)",0,3,ct,True,True,False,,,False,False,True,4270.0927,3.6595,1.2509,0.7639,55.5256
147,"(3, 0, 0)",0,3,n,False,True,True,252,1,False,False,True,4279.7048,3.8075,1.3015,0.8077,35.3959
148,"(3, 0, 0)",0,3,n,False,True,False,,,False,False,True,4275.0177,3.7227,1.2725,0.7806,29.8089
149,"(0, 1, 0)",1,0,c,True,True,True,252,1,False,False,True,4306.2054,3.5256,1.2051,0.7385,28.5359
150,"(0, 1, 0)",1,0,t,True,True,True,252,1,False,False,True,4306.0109,3.5047,1.1979,0.735,43.8904
151,"(0, 1, 0)",1,0,ct,True,True,True,252,1,False,False,True,4307.323,3.5064,1.1985,0.7347,48.4103
152,"(0, 1, 0)",1,0,n,False,True,True,252,1,False,False,True,4306.1846,3.5498,1.2134,0.7436,26.3554
153,"(0, 1, 1)",1,1,c,True,True,True,252,1,False,False,True,4282.6473,3.5372,1.2091,0.7383,33.0098
154,"(0, 1, 1)",1,1,t,True,True,True,252,1,False,False,True,4280.8616,3.5057,1.1983,0.7304,55.4346
155,"(0, 1, 1)",1,1,ct,True,True,True,252,1,False,False,True,4283.2497,3.5064,1.1985,0.7305,53.4924
156,"(0, 1, 1)",1,1,n,False,True,True,252,1,False,False,True,4283.5484,3.5721,1.221,0.749,34.4595
157,"(0, 1, 2)",1,2,c,True,True,True,252,1,False,False,True,4258.0721,3.5586,1.2164,0.7325,36.6203
158,"(0, 1, 2)",1,2,c,True,True,False,,,False,False,True,4254.0774,3.5418,1.2106,0.7289,31.8105
159,"(0, 1, 2)",1,2,t,True,True,True,252,1,False,False,True,4256.7181,3.5445,1.2116,0.7296,57.2534
160,"(0, 1, 2)",1,2,t,True,True,False,,,False,False,True,4253.2718,3.5365,1.2088,0.728,49.1759
161,"(0, 1, 2)",1,2,ct,True,True,True,252,1,False,False,True,4258.4194,3.5448,1.2117,0.7289,64.511
162,"(0, 1, 2)",1,2,ct,True,True,False,,,False,False,True,4255.0756,3.536,1.2087,0.7273,58.1473
163,"(0, 1, 2)",1,2,n,False,True,True,252,1,False,False,True,4258.1238,3.5809,1.224,0.7371,33.5602
164,"(0, 1, 2)",1,2,n,False,True,False,,,False,False,True,4254.1424,3.5612,1.2173,0.7323,29.475
165,"(0, 1, 3)",1,3,c,True,True,True,252,1,False,False,True,4259.6728,3.568,1.2196,0.7333,40.4463
166,"(0, 1, 3)",1,3,c,True,True,False,,,False,False,True,4255.6717,3.5502,1.2135,0.7283,35.5356
167,"(0, 1, 3)",1,3,t,True,True,True,252,1,False,False,True,4258.3988,3.5505,1.2136,0.728,64.7478
168,"(0, 1, 3)",1,3,t,True,True,False,,,False,False,True,4255.0423,3.5417,1.2106,0.7258,54.222
169,"(0, 1, 3)",1,3,ct,True,True,True,252,1,False,False,True,4260.077,3.5552,1.2152,0.7294,72.3131
170,"(0, 1, 3)",1,3,ct,True,True,False,,,False,False,True,4256.7216,3.5439,1.2114,0.7268,58.9002
171,"(0, 1, 3)",1,3,n,False,True,True,252,1,False,False,True,4259.8299,3.5925,1.228,0.739,37.4727
172,"(0, 1, 3)",1,3,n,False,True,False,,,False,False,True,4255.844,3.5707,1.2205,0.7325,32.4655
173,"(1, 1, 0)",1,1,c,True,True,True,252,1,False,False,True,4274.4107,3.5485,1.2129,0.7386,30.2844
174,"(1, 1, 0)",1,1,t,True,True,True,252,1,False,False,True,4273.3074,3.5173,1.2023,0.7312,45.0676
175,"(1, 1, 0)",1,1,ct,True,True,True,252,1,False,False,True,4275.5012,3.5187,1.2027,0.7315,48.4741
176,"(1, 1, 0)",1,1,n,False,True,True,252,1,False,False,True,4275.5812,3.5868,1.226,0.7488,28.2061
177,"(1, 1, 1)",1,2,c,True,True,True,252,1,False,False,True,4269.396,3.5472,1.2125,0.7366,36.2494
178,"(1, 1, 1)",1,2,c,True,True,False,,,False,False,True,4265.4306,3.5218,1.2038,0.7292,31.2848
179,"(1, 1, 1)",1,2,t,True,True,True,252,1,False,False,True,4267.571,3.5162,1.2019,0.7286,56.191
180,"(1, 1, 1)",1,2,t,True,True,False,,,False,False,True,4264.43,3.5005,1.1965,0.7261,46.3548
181,"(1, 1, 1)",1,2,ct,True,True,True,252,1,False,False,True,4269.4205,3.5161,1.2019,0.7289,58.758
182,"(1, 1, 1)",1,2,ct,True,True,False,,,False,False,True,4266.2952,3.502,1.197,0.7263,55.138
183,"(1, 1, 1)",1,2,n,False,True,True,252,1,False,False,True,4270.2035,3.5798,1.2236,0.7441,33.5724
184,"(1, 1, 1)",1,2,n,False,True,False,,,False,False,True,4266.2554,3.5497,1.2133,0.735,28.6165
185,"(1, 1, 2)",1,3,c,True,True,True,252,1,False,False,True,4259.7897,3.5657,1.2188,0.7332,40.7256
186,"(1, 1, 2)",1,3,c,True,True,False,,,False,False,True,4255.7927,3.5478,1.2127,0.7285,36.6988
187,"(1, 1, 2)",1,3,t,True,True,True,252,1,False,False,True,4258.3515,3.5506,1.2137,0.7298,63.8562
188,"(1, 1, 2)",1,3,t,True,True,False,,,False,False,True,4254.9853,3.5395,1.2099,0.7271,58.2981
189,"(1, 1, 2)",1,3,ct,True,True,True,252,1,False,False,True,4260.3668,3.5489,1.2131,0.7294,70.1133
190,"(1, 1, 2)",1,3,ct,True,True,False,,,False,False,True,4256.8611,3.5394,1.2098,0.7274,59.4125
191,"(1, 1, 2)",1,3,n,False,True,True,252,1,False,False,True,4259.913,3.5892,1.2268,0.7383,37.6513
192,"(1, 1, 2)",1,3,n,False,True,False,,,False,False,True,4255.9272,3.568,1.2196,0.7323,33.471
193,"(2, 1, 0)",1,2,c,True,True,True,252,1,False,False,True,4262.2884,3.5476,1.2126,0.7302,35.2925
194,"(2, 1, 0)",1,2,c,True,True,False,,,False,False,True,4258.3005,3.528,1.2059,0.725,30.6086
195,"(2, 1, 0)",1,2,t,True,True,True,252,1,False,False,True,4260.8834,3.5236,1.2044,0.7254,61.7246
196,"(2, 1, 0)",1,2,t,True,True,False,,,False,False,True,4257.8056,3.5136,1.201,0.7237,51.4892
197,"(2, 1, 0)",1,2,ct,True,True,True,252,1,False,False,True,4262.6621,3.5258,1.2052,0.7262,62.3856
198,"(2, 1, 0)",1,2,ct,True,True,False,,,False,False,True,4259.8693,3.5155,1.2016,0.7237,51.5363
199,"(2, 1, 0)",1,2,n,False,True,True,252,1,False,False,True,4262.5766,3.5737,1.2215,0.7367,32.9881
200,"(2, 1, 0)",1,2,n,False,True,False,,,False,False,True,4258.596,3.55,1.2134,0.7292,30.1664
201,"(2, 1, 1)",1,3,c,True,True,True,252,1,False,False,True,4263.2778,3.5501,1.2135,0.7307,40.5589
202,"(2, 1, 1)",1,3,c,True,True,False,,,False,False,True,4259.2759,3.5317,1.2072,0.7262,33.4838
203,"(2, 1, 1)",1,3,t,True,True,True,252,1,False,False,True,4262.1796,3.5284,1.206,0.7259,73.3802
204,"(2, 1, 1)",1,3,t,True,True,False,,,False,False,True,4258.3701,3.5324,1.2074,0.7285,69.8512
205,"(2, 1, 1)",1,3,ct,True,True,True,252,1,False,False,True,4263.6705,3.5241,1.2046,0.7263,86.92
206,"(2, 1, 1)",1,3,ct,True,True,False,,,False,False,True,4260.3719,3.514,1.2011,0.7247,82.3559
207,"(2, 1, 1)",1,3,n,False,True,True,252,1,False,False,True,4263.4218,3.5744,1.2218,0.7362,47.7381
208,"(2, 1, 1)",1,3,n,False,True,False,,,False,False,True,4259.4357,3.5527,1.2144,0.7303,42.0908
209,"(3, 1, 0)",1,3,c,True,True,True,252,1,False,False,True,4261.8465,3.5568,1.2158,0.7326,54.5331
210,"(3, 1, 0)",1,3,c,True,True,False,,,False,False,True,4257.8533,3.5401,1.21,0.7281,48.5829
211,"(3, 1, 0)",1,3,t,True,True,True,252,1,False,False,True,4260.8893,3.5356,1.2085,0.7274,89.7495
212,"(3, 1, 0)",1,3,t,True,True,False,,,False,False,True,4257.301,3.5267,1.2055,0.7258,72.4032
213,"(3, 1, 0)",1,3,ct,True,True,True,252,1,False,False,True,4262.7705,3.5355,1.2085,0.7275,75.4538
214,"(3, 1, 0)",1,3,ct,True,True,False,,,False,False,True,4259.4416,3.5277,1.2058,0.7259,63.389
215,"(3, 1, 0)",1,3,n,False,True,True,252,1,False,False,True,4261.8909,3.5794,1.2235,0.7376,37.3942
216,"(3, 1, 0)",1,3,n,False,True,False,,,False,False,True,4257.9112,3.5593,1.2166,0.7323,32.1726
217,"(0, 0, 1)",0,1,c,True,True,True,252,2,False,False,True,6827.4015,40.759,13.932,10.603,38.8675
218,"(0, 0, 1)",0,1,t,True,True,True,252,2,False,False,True,6107.3207,24.5559,8.3935,5.9725,44.9113
219,"(0, 0, 1)",0,1,ct,True,True,True,252,2,False,False,True,6079.8574,23.9004,8.1695,5.825,47.6735
220,"(0, 0, 1)",0,1,n,False,True,True,252,2,False,False,True,6825.5474,40.901,13.9805,10.6424,35.7091
221,"(0, 0, 2)",0,2,c,True,True,True,252,2,False,False,True,6234.0006,28.5858,9.771,7.3648,40.2349
222,"(0, 0, 2)",0,2,t,True,True,True,252,2,False,False,True,5637.1135,16.9666,5.7994,4.119,48.8358
223,"(0, 0, 2)",0,2,ct,True,True,True,252,2,False,False,True,5610.4941,16.6756,5.7,4.0613,51.856
224,"(0, 0, 2)",0,2,n,False,True,True,252,2,False,False,True,6259.7313,29.4999,10.0835,7.5801,37.1502
225,"(0, 0, 3)",0,3,c,True,True,True,252,2,False,False,True,5771.2857,20.4861,7.0024,5.1696,44.7644
226,"(0, 0, 3)",0,3,t,True,True,True,252,2,False,False,True,5300.8996,12.7031,4.3421,2.9263,52.605
227,"(0, 0, 3)",0,3,ct,True,True,True,252,2,False,False,True,5254.9856,12.6211,4.3141,2.9716,51.8005
228,"(0, 0, 3)",0,3,n,False,True,True,252,2,False,False,True,5811.6155,21.1344,7.224,5.3246,41.5299
229,"(1, 0, 0)",0,1,c,True,True,True,252,2,False,False,True,4324.4566,3.7267,1.2739,0.7912,26.7362
