date,open,high,low,close,adj_close,volume
2019-05-01,294.7200012207031,294.95001220703125,291.79998779296875,291.80999755859375,281.453369140625,71671900
2019-05-02,291.67999267578125,292.70001220703125,289.5199890136719,291.17999267578125,280.8456726074219,65030200
2019-05-03,292.82000732421875,294.3399963378906,291.29998779296875,294.0299987792969,283.5945739746094,56543700
2019-05-06,289.25,293.30999755859375,288.8999938964844,292.82000732421875,282.4275207519531,107198100
2019-05-07,290.1499938964844,290.80999755859375,285.80999755859375,287.92999267578125,277.7110290527344,144729900
2019-05-08,287.5299987792969,289.42999267578125,286.8699951171875,287.5299987792969,277.32525634765625,91568300
2019-05-09,285.2300109863281,287.3299865722656,283.29998779296875,286.6600036621094,276.48614501953125,103471100
2019-05-10,285.6199951171875,288.94000244140625,282.29998779296875,288.1000061035156,277.87506103515625,112429300
2019-05-13,282.4200134277344,283.489990234375,279.92999267578125,280.8599853515625,270.8919677734375,127290500
2019-05-14,281.989990234375,285.1000061035156,281.8500061035156,283.3999938964844,273.3418273925781,77003200
2019-05-15,281.5899963378906,285.7699890136719,281.3599853515625,285.05999755859375,274.9429016113281,73956400
2019-05-16,285.8399963378906,289.2099914550781,285.760009765625,287.70001220703125,277.4892272949219,76749600
2019-05-17,285.1400146484375,288.6000061035156,285.1199951171875,285.8399963378906,275.6951904296875,100353000
2019-05-20,284.05999755859375,285.9599914550781,283.1199951171875,283.95001220703125,273.8723449707031,62877600
2019-05-21,285.8299865722656,286.92999267578125,285.54998779296875,286.510009765625,276.3414306640625,46847100
2019-05-22,285.45001220703125,286.69000244140625,285.1000061035156,285.6300048828125,275.49267578125,49482500
2019-05-23,283.1600036621094,283.2099914550781,280.57000732421875,282.1400146484375,272.12652587890625,98733800
2019-05-24,283.739990234375,284.20001220703125,282.0899963378906,282.7799987792969,272.74383544921875,55268100
2019-05-28,283.0899963378906,284.1499938964844,280.1300048828125,280.1499938964844,270.2071533203125,70029400
2019-05-29,278.9100036621094,279.3599853515625,276.7099914550781,278.2699890136719,268.3939514160156,104972900
2019-05-30,279.1099853515625,280.0400085449219,277.80999755859375,279.0299987792969,269.1269226074219,62523800
