time,open,high,low,close,volume
2019-06-06 20:00:00,274.023915346,274.59276975,274.014273746,274.50599535,51144
2019-06-06 19:00:00,273.985348946,274.59276975,273.898574546,274.004632146,62117
2019-06-06 18:00:00,274.110689747,274.59276975,273.927499346,274.004632146,104834
2019-06-06 17:00:00,274.53492015,274.727752151,273.098321741,274.091406547,8807667
2019-06-06 16:00:00,274.014273746,275.315889755,273.927499346,274.53492015,18813890
2019-06-06 15:00:00,273.561118544,274.438504149,273.358644942,274.004632146,9254783
2019-06-06 14:00:00,273.435777743,273.609326544,273.291153742,273.564782352,2870999
2019-06-06 13:00:00,273.040568556,273.541835343,272.95851854,273.426136143,4195636
2019-06-06 12:00:00,273.118665517,273.715384144,272.837998539,273.04047214,7249265
2019-06-06 11:00:00,272.717478538,273.406852943,272.442692936,273.127246541,6876775
2019-06-06 10:00:00,272.94405614,273.522552143,272.625883338,272.722299338,6059851
2019-06-06 09:00:00,273.734667345,273.763592145,272.404126536,272.95369774,512959
2019-06-06 08:00:00,273.609326544,273.792516945,273.377928142,273.773233745,280113
2019-06-06 07:00:00,273.570760144,273.782875345,273.512910543,273.609326544,24801
2019-06-06 06:00:00,273.667176144,273.831083345,273.503268943,273.561118544,44128
2019-06-06 05:00:00,273.541835343,273.686459344,273.512910543,273.638251344,32326
2019-06-05 20:00:00,271.931688133,272.365560136,271.854555333,272.259502535,110541
2019-06-05 19:00:00,272.211294535,272.259502535,271.42068333,271.989537733,469026
2019-06-05 18:00:00,272.847640139,272.94405614,272.201652935,272.230577735,417856
2019-06-05 17:00:00,272.760865738,273.01154734,270.518518812,272.857281739,5095411
2019-06-05 16:00:00,272.134161734,272.847640139,271.652081731,272.760865738,14210945
2019-06-05 15:00:00,272.355918536,272.606600137,271.999179334,272.138982534,5582510
2019-06-05 14:00:00,271.864196933,272.519825737,271.864196933,272.36401748,6378155
2019-06-05 13:00:00,271.777422532,272.124520134,271.295342529,271.873838533,7650046
2019-06-05 12:00:00,270.765054526,271.806347332,270.601147325,271.772601732,7929085
2019-06-05 11:00:00,271.719572932,271.979896133,270.273332923,270.76013731,11227748
2019-06-05 10:00:00,271.43996653,272.269144135,271.006094527,271.717162532,8780920
2019-06-05 09:00:00,272.481355753,272.500542537,270.475806524,271.43996653,1442793
2019-06-05 08:00:00,272.490900937,272.510184137,271.893121733,272.134161734,443451
2019-06-05 07:00:00,272.326993736,272.510184137,272.114878534,272.471617737,144571
2019-06-05 06:00:00,271.45924973,272.336635336,271.40140013,272.326993736,79858
2019-06-05 05:00:00,271.594232131,271.652081731,271.526740931,271.584590531,17112
2019-06-04 20:00:00,270.948244927,271.314625729,270.928961727,271.304984129,77459
2019-06-04 19:00:00,270.803620926,271.39175853,270.803620926,270.948244927,399451
2019-06-04 18:00:00,270.668638525,270.803620926,270.475806524,270.765054526,367663
2019-06-04 17:00:00,270.475806524,270.736129726,269.482721718,270.658996925,5891712
2019-06-04 16:00:00,269.328456117,270.620430525,269.309172916,270.466164924,17754598
2019-06-04 15:00:00,269.752686519,269.81053612,269.260964916,269.32209266,6829219
2019-06-04 14:00:00,269.434513717,269.81053612,269.106699315,269.757507319,6335077
2019-06-04 13:00:00,269.135624115,269.700814711,268.682468912,269.434513717,5988808
2019-06-04 12:00:00,268.142539309,269.338097717,267.968990508,269.130803315,9217068
