time,open,high,low,close,volume
2019-05-07 05:00:00,281.351531393,281.602212995,281.03335859099997,281.03335859099997,34989.0
2019-05-08 05:00:00,278.622958576,279.047188978,278.073387372,278.343352174,23984.0
2019-05-09 05:00:00,275.682270557,275.94259375900003,275.325531355,275.875102558,48671.0
2019-05-10 05:00:00,276.13542576,276.25112496099996,275.605137757,275.990801759,30085.0
2019-05-13 05:00:00,274.149256147,274.74703535099997,273.927499346,274.457787349,79225.0
2019-05-14 05:00:00,271.67136493099997,271.893121733,271.35319212900004,271.777422532,24785.0
2019-05-15 05:00:00,273.252587342,273.580401744,273.05975534,273.455060943,6328.0
2019-05-16 05:00:00,274.467428949,275.026641753,274.29388014799997,275.007358553,8603.0
2019-05-17 05:00:00,276.72356336400003,276.72356336400003,275.74012015700004,275.79796975799997,25164.0
2019-05-20 05:00:00,276.337899361,276.771771364,275.258040154,275.364097755,23242.0
2019-05-21 05:00:00,274.73739375099996,275.026641753,274.64097775,274.843451352,26271.0
2019-05-22 05:00:00,275.489438556,275.807611358,275.393022555,275.807611358,1805.0
2019-05-23 05:00:00,274.01427374599996,274.01427374599996,273.24294574099997,273.532193743,27328.0
2019-05-24 05:00:00,273.204379341,273.667176144,273.204379341,273.44541934299997,25306.0
2019-05-27 05:00:00,,,,,
2019-05-28 05:00:00,272.847640139,272.97298094,272.307710536,272.346276936,30475.0
2019-05-29 05:00:00,268.94279211400004,269.116340915,268.692110512,268.846376113,35985.0
2019-05-30 05:00:00,269.203115316,269.203115316,268.971716914,269.039208115,10128.0
2019-05-31 05:00:00,266.599883299,266.7927153,266.349201698,266.349201698,81098.0
2019-06-03 05:00:00,263.842385682,264.411240085,263.842385682,264.411240085,45036.0
2019-06-04 05:00:00,266.281710497,266.43597609799997,265.982820895,266.43597609799997,36554.0
2019-06-05 05:00:00,271.594232131,271.652081731,271.526740931,271.584590531,17112.0
2019-06-06 05:00:00,273.541835343,273.686459344,273.512910543,273.638251344,32326.0
2019-06-07 05:00:00,275.151982554,275.52800495599996,275.151982554,275.412305755,13142.0
2019-06-10 05:00:00,278.449409775,278.584392176,278.169803373,278.275860974,16595.0
2019-06-11 05:00:00,279.432852981,279.847441784,279.432852981,279.770308983,14288.0
2019-06-12 05:00:00,278.063745772,278.29514417400003,277.82270577099996,277.88055537099996,16589.0
2019-06-13 05:00:00,278.632600176,279.23037938,278.497617775,279.066472179,43762.0
2019-06-14 05:00:00,279.008622578,279.018264178,278.516900975,278.72901617599996,17787.0
2019-06-17 05:00:00,279.413569781,279.51962738099996,279.34607858,279.39428658099996,3236.0
2019-06-18 05:00:00,278.854356977,280.281313786,278.777224177,279.924574584,27247.0
2019-06-19 05:00:00,282.103576198,282.23855859900004,281.717912195,281.843252996,14347.0
2019-06-20 05:00:00,284.446485013,285.082830617,284.446485013,284.996056216,37761.0
2019-06-21 05:00:00,285.201809575,285.201809575,284.794890528,284.794890528,22215.0
2019-06-24 05:00:00,285.133989734,285.211498124,285.056481344,285.182432478,41634.0
2019-06-25 05:00:00,284.08762646900004,284.407348578,284.01980662799997,284.097315018,8268.0
2019-06-26 05:00:00,282.043342682,282.246802206,281.90770299999997,282.21773656,7694.0
2019-06-27 05:00:00,282.702163998,282.74091819299997,282.459950279,282.54714721700003,14602.0
2019-06-28 05:00:00,283.264099825,283.564444836,283.244722728,283.419116605,12083.0
2019-07-01 05:00:00,286.877928509,287.294536105,286.877928509,287.091076582,36611.0
2019-07-02 05:00:00,286.00595912200004,286.00595912200004,285.763745403,285.947827829,5706.0
2019-07-03 05:00:00,287.904914677,288.29245662700004,287.87584903,288.234325334,20981.0
2019-07-04 05:00:00,,,,,
2019-07-05 05:00:00,289.435705379,289.435705379,288.922212295,288.922212295,19187.0
2019-07-08 05:00:00,288.34089937,288.49591615,288.244013883,288.244013883,8514.0
2019-07-09 05:00:00,286.190041548,286.30630413299997,286.102844609,286.296615584,9455.0
2019-07-10 05:00:00,287.58519256799997,287.64332386,287.362355947,287.38173304400004,8872.0
2019-07-11 05:00:00,289.93950991400004,290.036395402,289.920132817,289.920132817,1800.0
2019-07-12 05:00:00,290.501445742,290.714593814,290.501445742,290.70490526599997,15652.0
2019-07-15 05:00:00,291.780334177,291.867531116,291.576874653,291.576874653,3806.0
2019-07-16 05:00:00,291.450923519,291.528431909,291.450923519,291.528431909,689.0
2019-07-17 05:00:00,290.685528168,290.97618463099997,290.685528168,290.714593814,25323.0
2019-07-18 05:00:00,288.021177262,288.021177262,287.546438373,287.633635312,35138.0
2019-07-19 05:00:00,290.453002998,290.627396876,290.375494608,290.43362590099997,10254.0
2019-07-22 05:00:00,287.866160482,288.505604699,287.808029189,288.437784858,38135.0
2019-07-23 05:00:00,289.154737465,289.493836672,289.154737465,289.493836672,19352.0
2019-07-24 05:00:00,290.026706853,290.14296943799997,289.590722159,289.639164903,15882.0
2019-07-25 05:00:00,292.109744834,292.187253224,292.051613542,292.15818757799997,12195.0
2019-07-26 05:00:00,290.97618463099997,291.266841093,290.97618463099997,291.208709801,9338.0
2019-07-29 05:00:00,292.22600741900004,292.410089846,292.22600741900004,292.284138712,4446.0
2019-07-30 05:00:00,291.974105152,291.993482249,291.431546422,291.431546422,19604.0
2019-07-31 05:00:00,291.731891433,291.95472805400004,291.693137238,291.848154018,6948.0
2019-08-01 05:00:00,288.486227602,288.621867284,288.12775129799996,288.486227602,27221.0
2019-08-02 05:00:00,284.126380664,284.484856968,283.971363884,284.203889054,9642.0
2019-08-05 05:00:00,280.677257309,280.677257309,279.611516946,279.640582592,50526.0
2019-08-06 05:00:00,274.844750961,276.307721822,274.350634974,276.191459237,132007.0
2019-08-07 05:00:00,278.536088035,279.301483386,278.507022388,279.136778057,29907.0
