time,open,high,low,close,volume
2021-04-28 20:00:00,418.49,418.49,418.46,418.47,2319
2021-04-28 19:59:00,418.48,418.49,418.44,418.49,4522
2021-04-28 19:58:00,418.46,418.5,418.46,418.5,2127
2021-04-28 19:57:00,418.44,418.48,418.44,418.48,1574
2021-04-28 19:56:00,418.4,418.44,418.4,418.44,6269
2021-04-28 19:55:00,418.35,418.35,418.34,418.35,518
2021-04-28 19:54:00,418.35,418.35,418.35,418.35,737
2021-04-28 19:51:00,418.31,418.31,418.31,418.31,115
2021-04-28 19:50:00,418.26,418.3,418.26,418.3,687
2021-04-28 19:49:00,418.26,418.26,418.26,418.26,160
2021-04-28 19:48:00,418.3,418.3,418.29,418.29,2501
2021-04-28 19:47:00,418.29,418.29,418.29,418.29,1966
2021-04-28 19:46:00,418.29,418.29,418.29,418.29,1109
2021-04-28 19:45:00,418.26,418.26,418.26,418.26,639
2021-04-28 19:44:00,418.26,418.26,418.26,418.26,317
2021-04-28 19:40:00,418.26,418.26,418.26,418.26,181
2021-04-28 19:38:00,418.26,418.26,418.26,418.26,214
2021-04-28 19:35:00,418.2,418.2,418.2,418.2,340
2021-04-28 19:33:00,418.2,418.2,418.16,418.16,2410
2021-04-28 19:29:00,418.16,418.17,418.16,418.16,980
2021-04-28 19:27:00,418.18,418.18,418.18,418.18,443
2021-04-28 19:26:00,418.18,418.18,418.18,418.18,500
2021-04-28 19:24:00,418.17,418.17,418.17,418.17,552
2021-04-28 19:21:00,418.18,418.18,418.18,418.18,602
2021-04-28 19:20:00,418.18,418.18,418.18,418.18,410
2021-04-28 19:15:00,418.18,418.19,418.18,418.19,2022
2021-04-28 19:14:00,418.16,418.16,418.16,418.16,222
2021-04-28 19:07:00,418.21,418.21,418.21,418.21,125
2021-04-28 19:04:00,418.3,418.3,418.3,418.3,100
2021-04-28 19:03:00,418.29,418.29,418.29,418.29,605
2021-04-28 19:02:00,418.27,418.27,418.27,418.27,605
2021-04-28 19:01:00,418.22,418.3,418.22,418.3,6142
2021-04-28 19:00:00,418.22,418.22,418.22,418.22,2006
2021-04-28 18:59:00,418.22,418.22,418.22,418.22,200
2021-04-28 18:58:00,418.17,418.2,418.17,418.17,4223
2021-04-28 18:57:00,418.16,418.17,418.16,418.17,600
2021-04-28 18:55:00,418.13,418.1401,418.13,418.1401,200
2021-04-28 18:52:00,418.12,418.12,418.12,418.12,140
2021-04-28 18:51:00,418.12,418.1201,418.12,418.1201,700
2021-04-28 18:49:00,418.16,418.18,418.16,418.18,309
2021-04-28 18:48:00,418.15,418.15,418.15,418.15,300
2021-04-28 18:45:00,418.11,418.11,418.11,418.11,202
2021-04-28 18:43:00,418.12,418.12,418.11,418.11,335
2021-04-28 18:42:00,418.13,418.13,418.13,418.13,1035
2021-04-28 18:40:00,418.17,418.17,418.15,418.15,2111
