"Date","open BA Price in USD","high BA Price in USD","low BA Price in USD","close BA Price in USD","BA Volume","Days to cover 3m (on loan)","Days to cover 2w (on loan)","Utilization","Cost To Borrow","On Loan","FreeFloat On Loan","On Loan - Avg. Age (d)","On Loan - Number of Loans","Exchange Reported SI","Estimated Short Interest","Estimated SI % of FF","Days to cover 3m (estimated SI)","Days to cover 2w (estimated SI)","Security Lending Volume","Dividends","hidden"
"11-May-11",,,,,,,,,,,,,,,,,,,,
"03-Jun-11",,,,,,,,,,,,,,,,,,,,
"27-Jun-11",,,,,,,,,,,,,,,,,,,,
"10-Aug-11",,,,,,,,,,,,,,,,,,,,
"02-Sep-11",,,,,,,,,,,,,,,,,,,,
"31-Oct-11",,,,,,,,,,,,,,,,,,,,
"08-Nov-11",,,,,,,,,,,,,,,,,,,,
"02-Dec-11",,,,,,,,,,,,,,,,,,,,
"12-Dec-11",,,,,,,,,,,,,,,,,,,,
"08-Feb-12",,,,,,,,,,,,,,,,,,,,
"02-Mar-12",,,,,,,,,,,,,,,,,,,,
"30-Apr-12",,,,,,,,,,,,,,,,,,,,
"09-May-12",,,,,,,,,,,,,,,,,,,,
"01-Jun-12",,,,,,,,,,,,,,,,,,,,
"25-Jun-12",,,,,,,,,,,,,,,,,,,,
"15-Aug-12",,,,,,,,,,,,,,,,,,,,
"07-Sep-12",,,,,,,,,,,,,,,,,,,,
"29-Oct-12",,,,,,,,,,,,,,,,,,,,
"07-Nov-12",,,,,,,,,,,,,,,,,,,,
"07-Dec-12",,,,,,,,,,,,,,,,,,,,
"17-Dec-12",,,,,,,,,,,,,,,,,,,,
"13-Feb-13",,,,,,,,,,,,,,,,,,,,
"08-Mar-13",,,,,,,,,,,,,,,,,,,,
"29-Apr-13",,,,,,,,,,,,,,,,,,,,
"08-May-13",,,,,,,,,,,,,,,,,,,,
"07-Jun-13",,,,,,,,,,,,,,,,,,,,
"24-Jun-13",,,,,,,,,,,,,,,,,,,,
"07-Aug-13",,,,,,,,,,,,,,,,,,,,
"06-Sep-13",,,,,,,,,,,,,,,,,,,,
"28-Oct-13",,,,,,,,,,,,,,,,,,,,
"06-Nov-13",,,,,,,,,,,,,,,,,,,,
"06-Dec-13",,,,,,,,,,,,,,,,,,,,
"16-Dec-13",,,,,,,,,,,,,,,,,,,,
"12-Feb-14",,,,,,,,,,,,,,,,,,,,
"07-Mar-14",,,,,,,,,,,,,,,,,,,,
"28-Apr-14",,,,,,,,,,,,,,,,,,,,
"07-May-14",,,,,,,,,,,,,,,,,,,,
"06-Jun-14",,,,,,,,,,,,,,,,,,,,
"23-Jun-14",,,,,,,,,,,,,,,,,,,,
"06-Aug-14",,,,,,,,,,,,,,,,,,,,
"05-Sep-14",,,,,,,,,,,,,,,,,,,,
"27-Oct-14",,,,,,,,,,,,,,,,,,,,
"05-Nov-14",,,,,,,,,,,,,,,,,,,,
"05-Dec-14",,,,,,,,,,,,,,,,,,,,
"15-Dec-14",,,,,,,,,,,,,,,,,,,,
"02-Jan-15",131.07,131.84,129.09,129.95,4294241
"05-Jan-15",129.66,129.9199,128.61,129.05,5024782
"06-Jan-15",129.05,129.62,126.18,127.53,4992814
"07-Jan-15",128.74,129.97,128.72,129.51,3573197
"08-Jan-15",130.6,131.985,130.4,131.8,4503399
"09-Jan-15",131.59,132.26,130.93,131.54,3056368
"12-Jan-15",132.24,132.26,129.95,130.87,3552653
"13-Jan-15",132,133.91,130.17,131.17,3441654
"14-Jan-15",129.03,131.29,128.95,130.38,3559535
"15-Jan-15",130.25,131.83,129.7,130.14,3901990
"16-Jan-15",129.75,131.02,129.11,130.78,4425638
"20-Jan-15",131.45,132,129.4501,131.22,3143746
"21-Jan-15",130.87,132.87,130.5701,132.41,2898621
"22-Jan-15",133.38,136.21,133.05,135.64,4971293
"23-Jan-15",135.57,135.78,134.6,134.62,3828329
"26-Jan-15",135,135.25,133.53,134.07,3900544
"27-Jan-15",132.4,132.99,130.74,132.48,5243868
"28-Jan-15",136.3,141.885,135.92,139.64,14355110
"29-Jan-15",139.69,148.25,139.63,147.78,15161710
"30-Jan-15",146.22,146.85,144.37,145.37,11271120
"02-Feb-15",143.72,146.59,143.05,146.26,6790894
"03-Feb-15",146.37,148,146.18,147.34,5978190
"04-Feb-15",145.97,148.39,145.93,147.22,4766204
"05-Feb-15",147.26,148.87,146.46,148.6,4252602
"06-Feb-15",148.62,148.89,147.7,148,4398762
"09-Feb-15",146.16,148.16,145.63,147.58,4203329
"10-Feb-15",148.2,148.71,147.503,148.04,4034851
"11-Feb-15",147.51,148.38,147.09,147.92,3272669,,,,,,,,,,,,,,,
"12-Feb-15",148.26,148.57,147.68,148.09,2998941
"13-Feb-15",147.98,149.8401,147.64,149.73,3418587
"17-Feb-15",148.72,149.96,148.52,149.92,3622369
"18-Feb-15",149.7,151.62,149.37,151.17,3722117
"19-Feb-15",151.05,154.24,151,153.75,4384014
"20-Feb-15",153.8,158.83,153.8,158.31,9365978
"23-Feb-15",155,155.92,153.36,154.74,8653655
"24-Feb-15",153.5,154.78,153.21,154.38,4391701
"25-Feb-15",154.305,154.74,152.14,153.01,4800528
"26-Feb-15",152.31,152.38,150.81,151.73,5149342
"27-Feb-15",151,151.89,150.45,150.85,4330678
"02-Mar-15",150.75,154.15,150.75,153.8,4622793
"03-Mar-15",154.71,156.91,154.17,155.57,8656618
"04-Mar-15",154.62,155.22,154,154.35,4476188
"05-Mar-15",154.86,155.98,154.31,154.47,3327492
"06-Mar-15",153.92,155.03,152.81,153.12,3556216,,,,,,,,,,,,,,,
"09-Mar-15",153.3,155.61,153.15,154.75,3432956
"10-Mar-15",153.3,154.13,152.42,152.42,3839572
"11-Mar-15",152.51,152.6876,151.17,151.17,3395401
"12-Mar-15",151.28,152.92,151.28,152.04,2965067
"13-Mar-15",151.89,152.39,149.79,151.57,3569581
"16-Mar-15",152.39,154.19,152.27,153.67,2742901
"17-Mar-15",152.88,155,152.73,154.51,2927179
"18-Mar-15",154.04,155.99,152.11,155.73,4053609
"19-Mar-15",154.91,155.33,153.66,154.11,2539041
"20-Mar-15",155.04,155.49,154.48,154.5,4464270
"23-Mar-15",154.98,154.98,152.81,152.81,3029723
"24-Mar-15",151.96,152.62,151.35,151.65,3319274
"25-Mar-15",151.4,152.04,148.13,148.23,3747926
"26-Mar-15",147.83,148.8499,145.96,148.17,3627403
"27-Mar-15",148.59,149.31,147.49,148.85,2600252
"30-Mar-15",150.08,153.17,149.98,152.7,3738731
"31-Mar-15",152.23,152.25,149.94,150.08,2975622
"01-Apr-15",149.97,150.02,146.82,148.64,4167631
"02-Apr-15",149.14,150.5,148.312,149.28,2934194
"06-Apr-15",148.15,151.45,148,150.93,3371457
"07-Apr-15",151.27,153.5,151.14,152.32,4299482
"08-Apr-15",152.19,153.5,152.19,153.36,2763398
"09-Apr-15",152.62,153.67,151.6264,153.42,3966815
"10-Apr-15",153.55,154.9633,153.25,154.38,3182990
"13-Apr-15",153.79,155.5,152.961,153.24,3034047
"14-Apr-15",152.93,153.54,151.59,153.21,2845971
"15-Apr-15",154.37,154.37,152.21,152.43,3687428
"16-Apr-15",151.66,152.53,151.05,151.97,2559883
"17-Apr-15",150.88,151.43,149.44,149.6,4671622
"20-Apr-15",151.06,153.55,151.01,152.67,3169131
"21-Apr-15",153.51,154.09,152,153.33,3772879
"22-Apr-15",152.36,153,148.85,151.19,8468924
"23-Apr-15",150.83,150.83,149.73,149.87,4080811
"24-Apr-15",149.54,149.86,148.02,148.4,4889228
"27-Apr-15",148.59,149,147.71,147.8,4603511,,,,,,,,,,,,,,,
"28-Apr-15",147.9,148.37,146.01,147.51,4352892
"29-Apr-15",147.07,147.4548,145.9,146.15,4761676
"30-Apr-15",145.25,145.94,142.75,143.34,4925252
"01-May-15",144.41,145.07,143.84,144.67,3556817
"04-May-15",143.85,144.79,143.18,144.02,8977535
"05-May-15",143.76,144.695,142.27,142.91,3670396
"06-May-15",143.01,143.1499,140.43,141.04,5313484,,,,,,,,,,,,,,,
"07-May-15",140.56,142.18,140.48,141.49,4868673
"08-May-15",143,145.94,142.98,145.46,7068011
"11-May-15",145.55,146.79,145.13,145.89,3969023
"12-May-15",144.94,146.08,144.01,145.43,3543850
"13-May-15",145.41,146.529,145.1006,145.62,2680190
"14-May-15",146.88,148.25,146.6501,147.96,3495827
"15-May-15",148.05,148.3,146.34,146.88,3368855
"18-May-15",146.88,147.24,146.3,146.71,2153190
"19-May-15",147.18,147.77,146.73,147.05,2366375
"20-May-15",147.14,147.34,146.1,146.42,2104019
