time,open,high,low,close,volume
2019-05-07 05:00:00,281.351531393,281.602212995,281.033358591,281.033358591,34989.0
2019-05-07 06:00:00,280.965867391,281.014075391,280.715185789,280.956225791,6475.0
2019-05-07 07:00:00,280.946584191,280.985150591,280.454862587,280.483787388,106913.0
2019-05-07 08:00:00,280.503070588,280.81160179,280.020990585,280.136689785,503396.0
2019-05-07 09:00:00,280.136689785,282.016801797,279.992065784,280.368088187,737698.0
2019-05-07 10:00:00,280.368088187,280.387371387,278.738657777,279.423211381,14075057.0
2019-05-07 11:00:00,279.423211381,279.432852981,277.938404971,278.134322285,17914166.0
2019-05-07 12:00:00,278.131236973,278.700091376,277.494891369,277.832347371,16971039.0
2019-05-07 13:00:00,277.822705771,278.748299377,277.388833768,278.073387372,10008812.0
2019-05-07 14:00:00,278.073387372,278.150520173,276.386107362,276.938088965,13995989.0
2019-05-07 15:00:00,276.945320165,277.340625768,276.000443359,276.733204964,16288653.0
2019-05-07 16:00:00,276.723563364,277.870913771,275.566571356,277.71664817,30539224.0
2019-05-07 17:00:00,277.70700657,278.343352174,276.883324677,278.246936173,15954747.0
2019-05-07 18:00:00,278.198728173,278.256577773,277.610590569,278.092670572,2383075.0
2019-05-07 19:00:00,278.150520173,278.208369773,277.610590569,277.938404971,416644.0
2019-05-07 20:00:00,277.938404971,278.054104172,277.629873769,277.72628977,108117.0
2019-05-08 05:00:00,278.622958576,279.047188978,278.073387372,278.343352174,23984.0
2019-05-08 06:00:00,278.227652973,278.246936173,277.070660966,277.070660966,26309.0
2019-05-08 07:00:00,277.138152166,277.273134567,276.868187365,277.157435366,46091.0
2019-05-08 08:00:00,277.138152166,277.147793766,276.22220016,276.839262564,587109.0
2019-05-08 09:00:00,277.080302566,278.642241776,276.17399216,277.350267368,3082305.0
2019-05-08 10:00:00,277.340625768,277.948046571,276.588580963,277.66844017,11221527.0
2019-05-08 11:00:00,277.69254417,278.401201774,276.945320165,278.362635374,10943045.0
2019-05-08 12:00:00,278.372276974,279.056830579,277.485249769,278.044462572,20107457.0
2019-05-08 13:00:00,278.034820972,278.603675376,277.432220968,278.600493648,5309590.0
2019-05-08 14:00:00,278.594033776,278.748299377,278.063745772,278.372276974,5534683.0
2019-05-08 15:00:00,278.381918574,278.603675376,277.986612972,278.415664174,5169578.0
2019-05-08 16:00:00,278.420484974,278.883281777,277.138152166,277.253851367,17698107.0
2019-05-08 17:00:00,277.263492967,278.507259375,277.224926567,277.64915697,9282358.0
2019-05-08 18:00:00,277.64915697,277.71664817,277.230518695,277.572024169,505450.0
2019-05-08 19:00:00,277.581665769,277.72628977,277.224926567,277.65879857,140121.0
2019-05-08 20:00:00,277.591307369,277.73593137,277.330984168,277.408116968,44899.0
2019-05-09 05:00:00,275.682270557,275.942593759,275.325531355,275.875102558,48671.0
2019-05-09 06:00:00,275.971518559,276.048651359,275.682270557,275.884744158,22238.0
2019-05-09 07:00:00,275.875102558,276.289691361,275.662987357,276.231841761,93199.0
2019-05-09 08:00:00,276.251124961,276.376465761,275.961876959,275.981160159,323734.0
2019-05-09 09:00:00,276.048651359,277.234857415,275.151982554,275.286964955,1133515.0
2019-05-09 10:00:00,275.286964955,275.306248155,273.792516945,274.371012949,12186836.0
