date,open,high,low,close,adj_close,volume
2011-05-02,137.07000732421875,137.17999267578125,135.9499969482422,136.22000122070312,111.75315856933594,126278700
2011-05-03,135.9600067138672,136.19000244140625,135.0399932861328,135.72999572753906,111.35118103027344,138375000
2011-05-04,135.6699981689453,135.72999572753906,134.22999572753906,134.8300018310547,110.61280059814453,182678500
2011-05-05,134.0800018310547,134.9499969482422,133.02000427246094,133.61000061035156,109.61198425292969,226900000
2011-05-06,134.94000244140625,135.6300048828125,133.67999267578125,134.1999969482422,110.09600067138672,222787200
2011-05-09,134.19000244140625,135.11000061035156,133.97999572753906,134.72000122070312,110.52259826660156,114104500
2011-05-10,135.1699981689453,136.11000061035156,135.0,135.8699951171875,111.46601104736328,114806900
2011-05-11,135.6699981689453,135.69000244140625,133.82000732421875,134.44000244140625,110.29286193847656,193564200
2011-05-12,134.0800018310547,135.36000061035156,133.38999938964844,135.0800018310547,110.81793212890625,171550700
2011-05-13,135.14999389648438,135.33999633789062,133.55999755859375,134.0399932861328,109.96473693847656,157444900
2011-05-16,133.55999755859375,134.61000061035156,132.97000122070312,133.19000244140625,109.26740264892578,141675400
2011-05-17,132.69000244140625,133.35000610351562,132.1199951171875,133.1699981689453,109.25099182128906,192686200
2011-05-18,133.24000549316406,134.5,132.9499969482422,134.36000061035156,110.22722625732422,135217900
2011-05-19,134.8000030517578,135.02999877929688,133.94000244140625,134.67999267578125,110.48978424072266,119489500
2011-05-20,134.3300018310547,134.67999267578125,133.36000061035156,133.61000061035156,109.61198425292969,182594900
2011-05-23,131.97999572753906,132.72000122070312,131.58999633789062,132.05999755859375,108.34033203125,168700000
2011-05-24,132.44000244140625,132.72999572753906,131.6999969482422,131.9499969482422,108.2500991821289,147199600
2011-05-25,131.4199981689453,132.94000244140625,131.3800048828125,132.38999938964844,108.61107635498047,151050100
2011-05-26,132.02999877929688,133.24000549316406,131.77999877929688,133.0,109.11152648925781,164850000
2011-05-27,133.3699951171875,133.8699951171875,132.9600067138672,133.50999450683594,109.52989959716797,120921900
2011-05-31,134.77000427246094,134.9199981689453,133.83999633789062,134.89999389648438,110.67024230957031,164731200
2011-06-01,134.50999450683594,134.9199981689453,131.75999450683594,131.8699951171875,108.18447875976562,233094300
2011-06-02,131.9600067138672,132.24000549316406,130.9600067138672,131.72999572753906,108.06963348388672,200466800
2011-06-03,130.14999389648438,131.4199981689453,130.0800018310547,130.4199981689453,106.99491882324219,234690200
2011-06-06,130.08999633789062,130.36000061035156,128.8699951171875,129.0399932861328,105.86277770996094,179951200
2011-06-07,129.6999969482422,130.07000732421875,128.85000610351562,128.9600067138672,105.79718017578125,161660500
2011-06-08,128.75999450683594,129.19000244140625,128.17999267578125,128.4199981689453,105.3541488647461,198696400
2011-06-09,128.77000427246094,129.92999267578125,128.4600067138672,129.39999389648438,106.15813446044922,160964400
2011-06-10,128.85000610351562,128.92999267578125,127.26000213623047,127.5999984741211,104.68141174316406,238629400
2011-06-13,127.88999938964844,128.24000549316406,127.05000305175781,127.69999694824219,104.7634506225586,207599800
2011-06-14,128.8699951171875,129.77000427246094,128.82000732421875,129.32000732421875,106.09249877929688,160570400
2011-06-15,128.24000549316406,129.3000030517578,126.68000030517578,127.0199966430664,104.2055892944336,300958000
2011-06-16,127.05999755859375,127.97000122070312,126.31999969482422,127.30000305175781,104.4353256225586,308032800
2011-06-17,127.93000030517578,127.94000244140625,126.62000274658203,127.05000305175781,104.74695587158203,233284900
2011-06-20,126.62000274658203,127.97000122070312,126.58000183105469,127.69999694824219,105.28287506103516,159479000
2011-06-21,128.36000061035156,129.6999969482422,127.75,129.4499969482422,106.72565460205078,193157300
2011-06-22,129.0500030517578,129.80999755859375,128.58999633789062,128.6699981689453,106.08258056640625,176703000
2011-06-23,127.16000366210938,128.63999938964844,126.19000244140625,128.3000030517578,105.77751922607422,334286500
2011-06-24,128.27000427246094,128.3699951171875,126.62000274658203,126.80999755859375,104.54907989501953,226129300
2011-06-27,126.88999938964844,128.42999267578125,126.63999938964844,127.94000244140625,105.48072052001953,168904700
2011-06-28,128.4499969482422,129.6300048828125,128.27000427246094,129.61000061035156,106.85757446289062,165556300
2011-06-29,130.1999969482422,130.92999267578125,129.6300048828125,130.72000122070312,107.77271270751953,244295500
2011-06-30,131.13999938964844,132.17999267578125,130.7100067138672,131.97000122070312,108.80326080322266,223322700
2011-07-01,132.08999633789062,134.10000610351562,131.77999877929688,133.9199981689453,110.41094970703125,202385700
2011-07-05,133.77999877929688,134.0800018310547,133.38999938964844,133.80999755859375,110.32029724121094,165936000
2011-07-06,133.49000549316406,134.13999938964844,133.11000061035156,133.97000122070312,110.45217895507812,143331600
2011-07-07,135.16000366210938,135.6999969482422,134.8800048828125,135.36000061035156,111.59818267822266,170464200
2011-07-08,133.8300018310547,135.36000061035156,133.38999938964844,134.39999389648438,110.80667114257812,194100500
2011-07-11,132.75,133.17999267578125,131.66000366210938,131.97000122070312,108.80326080322266,195918600
2011-07-12,131.69000244140625,132.77999877929688,131.36000061035156,131.39999389648438,108.33334350585938,214675700
2011-07-13,132.08999633789062,133.22000122070312,131.52000427246094,131.83999633789062,108.69608306884766,204062600
2011-07-14,132.1699981689453,132.77999877929688,130.67999267578125,130.92999267578125,107.94585418701172,226111800
2011-07-15,131.66000366210938,131.8699951171875,130.77000427246094,131.69000244140625,108.57244110107422,220012800
2011-07-18,131.0800018310547,131.27999877929688,129.6300048828125,130.61000061035156,107.6820297241211,196872100
2011-07-19,131.33999633789062,132.88999938964844,131.30999755859375,132.72999572753906,109.42986297607422,166554900
2011-07-20,133.07000732421875,133.14999389648438,132.4199981689453,132.64999389648438,109.36392211914062,137145400
2011-07-21,133.39999389648438,134.82000732421875,132.6699981689453,134.49000549316406,110.88089752197266,245246300
