date,open,high,low,close,adj_close,volume
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,250.711669921875,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,249.0275115966797,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,248.47874450683594,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,251.69564819335938,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,252.54722595214844,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,252.54722595214844,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,254.98825073242188,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,257.37255859375,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,258.1578674316406,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,258.2809143066406,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,256.5020751953125,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,257.5807800292969,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,257.3631286621094,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,256.7197265625,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,258.64984130859375,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,257.9307861328125,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,258.6404113769531,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,258.1106262207031,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,257.4955749511719,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,254.53411865234375,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,257.9307861328125,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,256.3507385253906,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,258.8675537109375,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,260.0975036621094,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,260.28680419921875,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,262.4629211425781,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,262.43450927734375,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,263.2103576660156,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,263.5604553222656,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,263.90106201171875,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,263.0589294433594,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,263.7212829589844,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,263.3847961425781,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,262.8431396484375,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,261.835693359375,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,262.2823791503906,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,260.6381530761719,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,261.1133728027344,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,257.558837890625,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,258.1291198730469,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,255.99070739746094,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,257.454345703125,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,257.824951171875,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,258.376220703125,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,257.4637756347656,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,259.564208984375,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,261.7596130371094,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,264.1166687011719,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,265.0670166015625,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,263.1282043457031,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,265.51373291015625,60124700
